EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,TARGET_DRUGS_ID,TARGET_DRUGS_NAME,TARGET_NFC1_ID,SUBSTITUTE_DRUGS_ID,SUBSTITUTE_DRUGS_NAME,SUBSTITUTE_NFC1_ID,SAME_NFC1,NFC_GROUP
28670_2733_0027,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0027,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",46354,"ВЕНОРУТИНОЛ, Борщаговский ХФЗ ПАО (Украина, Киев), гель 2 % туба 40 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0027,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0028,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0028,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",46354,"ВЕНОРУТИНОЛ, Борщаговский ХФЗ ПАО (Украина, Киев), гель 2 % туба 40 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0028,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0029,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0029,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",46354,"ВЕНОРУТИНОЛ, Борщаговский ХФЗ ПАО (Украина, Киев), гель 2 % туба 40 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0029,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
28670_2733_0030,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,EXACT_MATCH
