EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,POST_START,POST_END,POST_WEEKS,POST_STATUS,MARKET_PRE,MARKET_DURING,MARKET_GROWTH,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,SHARE_INTERNAL,SHARE_LOST,SUBSTITUTES_COUNT,SUBSTITUTES_WITH_LIFT,LIFT_SAME_NFC1,LIFT_DIFF_NFC1,SHARE_SAME_NFC1,SHARE_DIFF_NFC1
28670_2733_0027,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-03-20,2023-06-05,12,2023-02-20,2023-03-13,4,0.7525,2023-06-12,2023-07-03,4,valid,63.71,172.19,2.702715,2.2673,0.0,2.2673,1.0,0.0,3,2,2.2673,0.0,1.0,0.0
28670_2733_0028,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-26,2023-07-10,3,2023-05-29,2023-06-19,4,0.495,2023-07-17,2023-08-07,4,valid,55.03,50.43,0.916409,1.0,12.9759,13.9759,0.071552,0.928448,3,1,1.0,0.0,1.0,0.0
28670_2733_0029,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-24,2023-08-07,3,2023-06-26,2023-07-17,4,0.2275,2023-08-14,2023-09-04,4,valid,61.77,45.94,0.743727,1.73,0.0,1.73,1.0,0.0,3,1,1.73,0.0,1.0,0.0
28670_2733_0030,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-08-21,2023-08-21,1,2023-07-24,2023-08-14,4,0.25,2023-08-28,2023-09-18,4,valid,57.31,17.94,0.313034,1.0,2.2556,3.2556,0.307162,0.692838,3,1,1.0,0.0,1.0,0.0
28670_2733_0031,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-09-25,2023-10-16,4,2023-08-28,2023-09-18,4,1.2175,2023-10-23,2023-11-13,4,valid,47.26,49.94,1.056708,0.0,2.5356,2.5356,0.0,1.0,4,0,0.0,0.0,,
28670_2733_0032,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-10-30,2023-12-04,6,2023-10-02,2023-10-23,4,0.25,2023-12-11,2024-01-01,4,valid,45.77,54.72,1.195543,0.0,3.2326,3.2326,0.0,1.0,4,0,0.0,0.0,,
28670_2733_0034,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-01-22,2024-01-29,2,2023-12-25,2024-01-15,4,0.25,2024-02-05,2024-02-26,4,valid,44.83,21.22,0.473344,0.0,0.9195,0.9195,0.0,1.0,4,0,0.0,0.0,,
28670_2733_0035,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-02-12,2024-02-19,2,2024-01-15,2024-02-05,4,0.5,2024-02-26,2024-03-18,4,valid,36.38,18.26,0.501924,1.4981,0.0,1.4981,1.0,0.0,4,2,1.4981,0.0,1.0,0.0
28670_2733_0036,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-03-11,2024-03-18,2,2024-02-12,2024-03-04,4,0.5,2024-03-25,2024-04-15,4,valid,52.0,31.54,0.606538,0.0,3.3946,3.3946,0.0,1.0,4,0,0.0,0.0,,
28670_2733_0037,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-04-01,2024-04-29,5,2024-03-04,2024-03-25,4,0.5,2024-05-06,2024-05-27,4,valid,55.58,79.07,1.422634,1.0,6.679,7.679,0.130225,0.869775,4,1,1.0,0.0,1.0,0.0
28670_2733_0039,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-06-03,2024-07-01,5,2024-05-06,2024-05-27,4,0.5,2024-07-08,2024-07-29,4,valid,59.1,87.0,1.472081,2.0,2.5759,4.5759,0.437069,0.562931,4,1,2.0,0.0,1.0,0.0
28670_2733_0040,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-07-15,2024-07-29,3,2024-06-17,2024-07-08,4,0.25,2024-08-05,2024-08-26,4,valid,64.89,57.46,0.885499,1.0,1.699,2.699,0.370514,0.629486,3,1,1.0,0.0,1.0,0.0
28670_2733_0042,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-09-30,2024-11-04,6,2024-09-02,2024-09-23,4,1.46,2024-11-11,2024-12-02,4,valid,48.7,49.55,1.017454,1.0,8.1587,9.1587,0.109186,0.890814,3,1,1.0,0.0,1.0,0.0
28670_2733_0044,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-12-23,2025-02-17,9,2024-11-25,2024-12-16,4,0.25,2025-02-24,2025-03-17,4,valid,24.85,68.71,2.76499,3.0,18.0178,21.0178,0.142736,0.857264,3,2,3.0,0.0,1.0,0.0
28670_2733_0045,28670,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2025-04-07,2025-07-07,14,2025-03-10,2025-03-31,4,1.3325,2025-07-14,2025-08-04,4,valid,35.52,141.9,3.994932,9.36,7.1797,16.5397,0.565911,0.434089,4,3,9.36,0.0,1.0,0.0
28670_2733_0048,28670,2733,ТРОКСЕРУТИН,36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-04-17,2023-05-15,5,2023-03-20,2023-04-10,4,0.75,2023-05-22,2023-06-12,4,valid,62.8,64.84,1.032484,1.0,3.6445,4.6445,0.215308,0.784692,3,1,1.0,0.0,1.0,0.0
28670_2733_0049,28670,2733,ТРОКСЕРУТИН,36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-05-29,2023-06-19,4,2023-05-01,2023-05-22,4,0.2425,2023-06-26,2023-07-17,4,valid,65.66,55.03,0.838105,1.98,0.0,1.98,1.0,0.0,3,1,1.98,0.0,1.0,0.0
28670_2733_0050,28670,2733,ТРОКСЕРУТИН,36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-03,2024-01-08,28,2023-06-05,2023-06-26,4,0.25,2024-01-15,2024-02-05,4,valid,61.46,343.92,5.595835,5.65,3.1082,8.7582,0.64511,0.35489,4,3,5.65,0.0,1.0,0.0
28670_2733_0051,28670,2733,ТРОКСЕРУТИН,36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-01-22,2024-02-05,3,2023-12-25,2024-01-15,4,0.25,2024-02-12,2024-03-04,4,valid,44.83,25.9,0.577738,0.4223,0.2261,0.6484,0.651243,0.348757,4,1,0.4223,0.0,1.0,0.0
