CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,DATE_START,DATE_END,DATE_DIFF,WEEKS_TOTAL,WEEKS_WITH_SALES,SALES_RATIO,TOTAL_Q
416188,3147,ДРОТАВЕРИН,37822,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), табл. 0,04 г блистер, #30",2025-08-18,2025-09-15,29,5,2,0.4,1.6600000000000001
416188,3147,ДРОТАВЕРИН,41398,"ДРОТАВЕРИН, Корпорация Артериум  (Украина, Киев), табл. 40 мг блистер, #30",2023-01-09,2025-05-05,848,122,77,0.631,138.51
416188,3147,ДРОТАВЕРИН,47005,"ДРОТАВЕРИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. 40 мг контурн. ячейк. уп., #20",2025-03-10,2025-09-01,176,26,6,0.231,10.0
416188,3147,ДРОТАВЕРИН,56161,"ДРОТАВЕРИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 20 мг/мл амп. 2 мл, контурн. ячейк. уп., пачка, #5",2023-02-13,2025-12-29,1051,151,17,0.113,12.309999999999999
416188,3147,ДРОТАВЕРИН,102770,"НО-ШПА®, Opella Healthcare International  (Франция), табл. 40 мг фл., #100",2023-01-23,2025-12-22,1065,153,23,0.15,23.16
416188,3147,ДРОТАВЕРИН,110814,"НО-ШПА®, Opella Healthcare International  (Франция), табл. 40 мг контейнер дозирующ., #60",2023-01-16,2025-08-04,932,134,46,0.343,60.510000000000005
416188,3147,ДРОТАВЕРИН,144149,"ДРОТАВЕРИН ФОРТЕ, Здоровье Группа компаний ООО (Украина, Харьков), табл. 80 мг блистер в коробке, #20",2025-09-22,2025-10-13,22,4,2,0.5,4.0
416188,3147,ДРОТАВЕРИН,230392,"НО-ШПА® ФОРТЕ, Opella Healthcare International  (Франция), табл. 80 мг блистер, #24",2023-01-02,2025-12-22,1086,156,46,0.295,76.09
416188,3147,ДРОТАВЕРИН,352786,"НО-ШПА® КОМФОРТ, Opella Healthcare International  (Франция), табл. п/плен. оболочкой 40 мг блистер, #24",2023-04-24,2023-06-05,43,7,2,0.286,1.69
416188,3147,ДРОТАВЕРИН,757899,"НО-ШПА® ФОРТЕ, Opella Healthcare International  (Франция), табл. 80 мг блистер, #10",2023-03-06,2025-12-22,1023,147,52,0.354,72.41
