INN_ID,INN_NAME,EVENTS,DRUGS,AVG_SHARE_INTERNAL,AVG_SHARE_LOST,AVG_SHARE_SAME_NFC1,TOTAL_INTERNAL_LIFT,TOTAL_LOST_SALES
350,АРГИНИН,43,5,0.2540314418604651,0.7459685581395349,0.4210153157894737,28.5345,172.77179999999998
2733,ТРОКСЕРУТИН,41,4,0.35459302439024387,0.6454069756097561,1.0,51.068799999999996,214.0968
2757,ТОБРАМИЦИН,25,1,0.0,1.0,,0.0,37.3791
2963,НАФТИФИН,27,6,0.3473730370370371,0.652626962962963,1.0,33.6344,138.849
2969,НАПРОКСЕН,33,4,0.37377987878787877,0.6262201212121212,1.0,37.8879,121.2862
3030,ЛОРАТАДИН,27,6,0.4278011481481481,0.5721988518518519,0.9428641739130434,135.941,288.0616
3138,ИБУПРОФЕН,469,45,0.7883773560767591,0.21162264392324093,0.6676761360691145,5860.7412,1969.8149
3147,ДРОТАВЕРИН,109,11,0.518168504587156,0.48183149541284404,1.0,465.4713,488.2999
3170,ДИКЛОФЕНАК,257,33,0.5516881556420233,0.44831184435797666,0.7945615462555067,791.0296,1228.5373
3225,ГЕПАРИН НАТРИЙ,21,3,0.5120396190476191,0.487960380952381,1.0,23.7991,107.6308
3297,АЦИКЛОВИР,109,11,0.4832478623853211,0.5167521376146789,1.0,225.8315,612.4484
40218,ДЕЗЛОРАТАДИН,64,7,0.524063921875,0.475936078125,0.45515692592592594,169.3544,241.84900000000002
60436,ЛЕРКАНИДИПИН,19,3,0.200471,0.799529,1.0,6.53,37.137100000000004
80617,ПРЕГАБАЛИН,40,8,0.5463678,0.45363220000000004,1.0,99.13199999999999,106.2785
95259,РЕБАМИПИД,7,1,0.0,1.0,,0.0,13.421800000000001
106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,19,2,0.2878905789473684,0.7121094210526316,1.0,6.5488,68.30460000000001
298137,БИЛАСТИН,30,3,0.25526903333333334,0.7447309666666667,1.0,22.5978,195.0516
