DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,AVG_STOCKOUT_WEEKS,CLASSIFICATION
4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",19,0.3148272631578947,0.6851727368421052,1.0,0.0,15.6737,91.3709,107.0446,5.315789473684211,CRITICAL
4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,16,0.6800055,0.3199945,0.84668225,0.15331775,107.0889,65.3378,172.4269,3.625,SUBSTITUTABLE
5050,"НАКЛОФЕН, KRKA d.d. Novo Mesto  (Словения), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,6,0.8610055,0.1389945,1.0,0.0,31.0201,26.4436,57.4637,17.0,SUBSTITUTABLE
5949,"ВОЛЬТАРЕН®, Novartis Pharma (Швейцария), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,9,0.5941452222222222,0.4058547777777778,1.0,0.0,11.2991,17.5111,28.810200000000002,6.555555555555555,CRITICAL
6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",3,0.4164296666666667,0.5835703333333333,1.0,0.0,3.2199999999999998,16.7902,20.0102,30.333333333333332,CRITICAL
6573,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 100 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",3,1.0,0.0,1.0,0.0,9.84,0.0,9.84,33.333333333333336,SUBSTITUTABLE
7583,"ЗОВИРАКС, Халеон Украина ООО (Украина, Киев), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",12,0.25389008333333335,0.7461099166666667,1.0,0.0,20.8571,103.97189999999999,124.8289,7.25,CRITICAL
8609,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 50 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",10,0.5217082,0.47829179999999993,1.0,0.0,8.18,48.6452,56.8252,10.1,CRITICAL
10918,"НАКЛОФЕН ДУО, KRKA d.d. Novo Mesto  (Словения), капс. 75 мг блистер, #20",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,11,0.7957821818181817,0.20421781818181817,0.7133458181818182,0.2866541818181818,47.4759,14.9921,62.468,10.0,SUBSTITUTABLE
12028,"ВОЛЬТАРЕН ЭМУЛЬГЕЛЬ, Халеон Украина ООО (Украина, Киев), эмульгель д/наруж. прим. 1 % туба 50 г, #1",3170,ДИКЛОФЕНАК,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.5036964,0.49630359999999996,1.0,0.0,21.5931,23.1722,44.7652,10.4,CRITICAL
13656,"ИБУПРОФЕН, Sopharma (Болгария), табл. п/о 200 мг блистер в пачке, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,14,0.8471904285714286,0.1528095714285714,0.7724408461538462,0.22755915384615386,215.2351,28.827399999999997,244.0624,6.642857142857143,SUBSTITUTABLE
17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,Для введения в легкие,11,0.36169463636363636,0.6383053636363637,1.0,0.0,3.3488,42.397400000000005,45.7462,5.181818181818182,CRITICAL
25464,"ДИКЛОФЕНАК, Красная звезда ОАО (Украина, Харьков), табл. 0,05 г блистер, в пачке, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,10,0.4399451,0.5600549,0.84710925,0.15289075,33.696200000000005,76.4967,110.1928,9.9,CRITICAL
28888,"КЛАРИТИН®, Bayer Consumer Health  (Швейцария), табл. 10 мг, #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,9,0.39077344444444445,0.6092265555555555,0.9655819999999999,0.034418000000000004,27.258200000000002,49.1212,76.3794,11.555555555555555,CRITICAL
29400,"ДИКЛОБЕРЛ® 100, Berlin-Chemie  (Германия), супп. 100 мг, #10",3170,ДИКЛОФЕНАК,Ректальные системные,13,0.4830073076923077,0.5169926923076923,1.0,0.0,5.5317,34.821,40.3526,6.076923076923077,CRITICAL
29401,"ДИКЛОБЕРЛ® 50, Berlin-Chemie  (Германия), супп. 50 мг блистер, #10",3170,ДИКЛОФЕНАК,Ректальные системные,10,0.27078769999999996,0.7292123,1.0,0.0,6.4707,53.025400000000005,59.4961,9.2,CRITICAL
29404,"ДИКЛОБЕРЛ® РЕТАРД, Berlin-Chemie  (Германия), капс. тверд. пролонг. дейст. 100 мг, #20",3170,ДИКЛОФЕНАК,Пероральные твердые длительно действующие,24,0.558393875,0.441606125,0.12619723809523808,0.8738027619047619,36.7665,34.5363,71.3028,3.125,CRITICAL
30976,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 20 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.3910656,0.6089344000000001,1.0,0.0,2.2994000000000003,7.5949,9.8943,10.0,CRITICAL
31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,1,0.244419,0.755581,1.0,0.0,2.47,7.6356,10.1056,22.0,CRITICAL
31881,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #10",3170,ДИКЛОФЕНАК,Парентеральные обычные,20,0.58575355,0.41424645,1.0,0.0,21.1936,34.983000000000004,56.1764,4.7,CRITICAL
32346,"АЦИКЛОВИР 400 СТАДА®, Stada  (Германия), табл. 400 мг блистер, #35",3297,АЦИКЛОВИР,Пероральные твердые обычные,9,0.5475968888888888,0.45240311111111114,1.0,0.0,27.820800000000002,26.7136,54.534499999999994,13.11111111111111,CRITICAL
32493,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 30 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",10,0.453575,0.5464249999999999,1.0,0.0,8.0075,58.9856,66.9931,8.6,CRITICAL
33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",2757,ТОБРАМИЦИН,Офтальмологические,25,0.0,1.0,,,0.0,37.3791,37.3791,3.92,CRITICAL
36225,"ТРОКСЕРУТИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), гель 20 мг/г туба 30 г, #1",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",6,0.4691593333333333,0.5308406666666666,1.0,0.0,17.29,38.458,55.748000000000005,17.833333333333332,CRITICAL
36782,"НАТРИЯ ДИКЛОФЕНАК-КВ, Киевский витаминный завод АО (Украина, Киев), капс. тверд. 25 мг блистер, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,11,0.7226507272727273,0.2773492727272728,0.638769090909091,0.3612309090909091,33.608200000000004,34.290800000000004,67.8989,10.181818181818182,SUBSTITUTABLE
