CLIENT_ID,DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,TOTAL_STOCKOUT_WEEKS,FIRST_STOCKOUT_DATE,LAST_STOCKOUT_DATE,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,TOTAL_LIFT_SAME_NFC1,TOTAL_LIFT_DIFF_NFC1,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,CLASSIFICATION,RECOMMENDATION
416188,33089,"САЛОФАЛЬК, Alpen Pharma AG   (Швейцария), табл. п/о кишечно-раств. 500 мг блистер, #100",3016,МЕСАЛАЗИН,Пероральные твердые обычные,1,20,2023-11-20,2024-04-01,0.0,1.46,1.46,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",2757,ТОБРАМИЦИН,Офтальмологические,33,80,2023-02-20,2025-11-10,0.0,75.8862,75.8862,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,69125,"ЛОРАТАДИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. 10 мг контурн. ячейк. уп., #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,3,8,2025-09-01,2025-11-03,0.0,7.074999999999999,7.074999999999999,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,89669,"МУКОГЕН, Macleods Pharmaceuticals Ltd (Индия), табл. п/о 100 мг стрип, #30",95259,РЕБАМИПИД,Пероральные твердые обычные,20,100,2023-05-01,2025-11-17,0.0,64.3174,64.3174,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,95127,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), супп. ректал. 60 мг, #10",3138,ИБУПРОФЕН,Ректальные системные,9,88,2023-03-06,2025-08-18,0.0,31.9597,31.9597,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,442799,"ЛИОТРОМБ 1000-ЗДОРОВЬЕ, Здоровье Группа компаний ООО (Украина, Харьков), гель 1000 МЕ/г туба 100 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",1,3,2025-08-18,2025-09-01,0.0,1.977,1.977,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,813371,"ЭДОКСАКОРД, Киевский витаминный завод АО (Украина, Киев), табл. п/плен. оболочкой 30 мг блистер, #30",790221,ЭДОКСАБАН,Пероральные твердые обычные,2,27,2025-05-05,2025-11-10,0.0,16.8612,16.8612,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,71426,"ЛОРАТАДИН, Астрафарм ООО (Украина, Вишневое), табл. 10 мг блистер, #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,8,13,2023-03-13,2024-03-11,0.3559,17.7021,18.058,0.3559459200000001,0.0,0.030040375,0.969959625,1.0001290250070247,0.0,CRITICAL,KEEP - High loss to competitors
416188,56161,"ДРОТАВЕРИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 20 мг/мл амп. 2 мл, контурн. ячейк. уп., пачка, #5",3147,ДРОТАВЕРИН,Парентеральные обычные,7,112,2023-05-15,2025-10-06,2.6502,32.5463,35.1964,2.65017939,0.0,0.0870948571428571,0.9129051428571427,0.9999922232284356,0.0,CRITICAL,KEEP - High loss to competitors
416188,1014022,"НО-ШПА® ДЛЯ ИНЪЕКЦИЙ, Opella Healthcare International  (Франция), р-р д/ин. 40 мг амп. 2 мл, #25",3147,ДРОТАВЕРИН,Парентеральные обычные,17,63,2023-05-01,2025-11-03,1.5653,15.685,17.2503,1.56532876,0.0,0.1325655294117647,0.8674344705882353,1.0000183734747334,0.0,CRITICAL,KEEP - High loss to competitors
416188,813369,"ЭДОКСАКОРД, Киевский витаминный завод АО (Украина, Киев), табл. п/плен. оболочкой 60 мг блистер, #30",790221,ЭДОКСАБАН,Пероральные твердые обычные,6,90,2023-11-13,2025-11-10,1.0,38.1156,39.1156,1.0,0.0,0.1666666666666666,0.8333333333333334,1.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,144824,"ТРОКСЕВАЗИН®, Teva (Израиль), капс. 300 мг блистер, #50",2733,ТРОКСЕРУТИН,Пероральные твердые обычные,10,96,2023-05-15,2025-10-20,3.88,36.878,40.758,3.88,0.0,0.1715021,0.8284979,1.0,0.0,CRITICAL,KEEP - High loss to competitors
416188,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,Для введения в легкие,23,79,2023-06-26,2025-11-17,25.7086,57.5378,83.2463,25.708622,0.0,0.1719303913043478,0.8280696086956523,1.0000008557447702,0.0,CRITICAL,KEEP - High loss to competitors
