INN_ID,INN_NAME,EVENTS,DRUGS,AVG_SHARE_INTERNAL,AVG_SHARE_LOST,AVG_SHARE_SAME_NFC1,TOTAL_INTERNAL_LIFT,TOTAL_LOST_SALES
350,АРГИНИН,103,9,0.36532123300970876,0.6346787669902914,0.85429634375,248.113,491.6881
2733,ТРОКСЕРУТИН,73,4,0.2159444109589041,0.7840555890410958,1.0,54.2551,294.4014
2757,ТОБРАМИЦИН,38,1,0.0,1.0,,0.0,75.4289
2963,НАФТИФИН,79,6,0.5573399873417721,0.4426600126582278,1.0,246.6044,264.7242
2969,НАПРОКСЕН,71,5,0.46762360563380284,0.5323763943661972,1.0,147.6475,178.4002
3016,МЕСАЛАЗИН,33,9,0.5118961515151514,0.4881038484848485,0.6892291304347826,110.0894,34.7298
3030,ЛОРАТАДИН,47,5,0.474554744680851,0.525445255319149,0.9755936666666667,304.935,222.9894
3138,ИБУПРОФЕН,696,48,0.8704122959770115,0.12958770402298853,0.7451209055232558,22742.89,2180.6284
3147,ДРОТАВЕРИН,182,9,0.5558796758241759,0.44412032417582414,1.0,555.6751,478.7441
3170,ДИКЛОФЕНАК,580,46,0.6344121431034483,0.3655878568965517,0.8033278109640832,3308.9645,1695.2683
3225,ГЕПАРИН НАТРИЙ,72,5,0.4310724722222222,0.5689275277777778,1.0,141.4803,206.1538
3297,АЦИКЛОВИР,256,16,0.5759413046875,0.4240586953125,1.0,873.4259,677.9585
40218,ДЕЗЛОРАТАДИН,146,8,0.6452428767123288,0.3547571232876712,0.6520251167883211,635.2484,429.6293
60436,ЛЕРКАНИДИПИН,95,6,0.5696807578947368,0.4303192421052631,1.0,181.17770000000002,157.3927
73487,ИНСУЛИН ГЛУЛИЗИН,11,1,0.0,1.0,,0.0,15.8657
80617,ПРЕГАБАЛИН,273,23,0.7636340805860806,0.2363659194139194,1.0,3214.981,807.7704
95259,РЕБАМИПИД,40,2,0.200020625,0.799979375,1.0,17.1964,96.2042
106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,35,2,0.3306912857142857,0.6693087142857143,1.0,27.614800000000002,93.9972
298137,БИЛАСТИН,44,4,0.26490322727272725,0.7350967727272728,1.0,67.2583,83.9751
790221,ЭДОКСАБАН,24,2,0.273932625,0.726067375,1.0,24.377499999999998,119.1733
