EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,MARKET_DURING_Q
28670_106853_0001,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-03-13,2023-11-13,36,2023-02-13,2023-03-06,4,0.25,223.09
28670_106853_0002,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-11-27,2024-02-19,13,2023-10-30,2023-11-20,4,0.25,161.95
28670_106853_0003,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-03-04,2024-04-22,8,2024-02-05,2024-02-26,4,0.25,82.98
28670_106853_0004,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-05-06,2024-05-06,1,2024-04-08,2024-04-29,4,0.25,6.99
28670_106853_0005,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-05-20,2024-12-16,31,2024-04-22,2024-05-13,4,0.5,183.5
28670_106853_0006,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-12-30,2025-02-03,6,2024-12-02,2024-12-23,4,0.25,41.18
28670_106853_0007,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-02-17,2025-03-10,4,2025-01-20,2025-02-10,4,0.25,42.17
28670_106853_0008,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-03-24,2025-04-07,3,2025-02-24,2025-03-17,4,0.25,17.34
28670_106853_0009,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-04-28,2025-05-19,4,2025-03-31,2025-04-21,4,0.5,23.54
28670_106853_0010,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-06-09,2025-09-15,15,2025-05-12,2025-06-02,4,0.7325,46.54
28670_106853_0011,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-09-29,2025-10-27,5,2025-09-01,2025-09-22,4,0.25,17.98
28670_106853_0012,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",Для введения в легкие,Аэрозоли под давлением,2023-04-10,2023-04-24,3,2023-03-13,2023-04-03,4,0.25,18.84
28670_106853_0013,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",Для введения в легкие,Аэрозоли под давлением,2023-05-08,2023-09-04,18,2023-04-10,2023-05-01,4,0.25,93.05
28670_106853_0014,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",Для введения в легкие,Аэрозоли под давлением,2023-09-18,2023-11-06,8,2023-08-21,2023-09-11,4,0.5,57.35
28670_106853_0015,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",Для введения в легкие,Аэрозоли под давлением,2023-11-20,2023-12-11,4,2023-10-23,2023-11-13,4,0.25,52.95
28670_106853_0016,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",Для введения в легкие,Аэрозоли под давлением,2023-12-25,2024-03-25,14,2023-11-27,2023-12-18,4,0.865,152.32
28670_106853_0017,28670,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",Для введения в легкие,Аэрозоли под давлением,2024-04-08,2024-06-03,9,2024-03-11,2024-04-01,4,0.75,84.51
