INN_ID,INN_NAME,EVENTS,DRUGS,AVG_SHARE_INTERNAL,AVG_SHARE_LOST,AVG_SHARE_SAME_NFC1,TOTAL_INTERNAL_LIFT,TOTAL_LOST_SALES
350,АРГИНИН,106,14,0.4332484528301887,0.5667515471698114,0.7592692987012987,657.356,569.1477
2733,ТРОКСЕРУТИН,100,7,0.41157843,0.58842157,1.0,284.6904,239.2516
2757,ТОБРАМИЦИН,25,1,0.0,1.0,,0.0,76.865
2963,НАФТИФИН,134,9,0.7520266343283583,0.2479733656716418,1.0,1586.2902,358.5533
2969,НАПРОКСЕН,120,6,0.5340194583333333,0.46598054166666664,1.0,420.0419,367.5254
3016,МЕСАЛАЗИН,53,9,0.36577490566037735,0.6342250943396227,0.7043269393939394,114.344,153.9428
3030,ЛОРАТАДИН,34,5,0.3660478529411765,0.6339521470588236,0.5599658888888889,201.87130000000002,95.8988
3138,ИБУПРОФЕН,838,54,0.8541687529832935,0.14583124701670644,0.6434955386503067,28875.734,2890.6726
3147,ДРОТАВЕРИН,183,10,0.5337918797814207,0.4662081202185792,1.0,736.8189,467.106
3170,ДИКЛОФЕНАК,745,65,0.7243970255033557,0.2756029744966443,0.841447573816156,7543.9592999999995,2681.2046
3225,ГЕПАРИН НАТРИЙ,123,8,0.513222081300813,0.48677791869918696,1.0,366.9527,331.2312
3297,АЦИКЛОВИР,234,18,0.6698988247863248,0.3301011752136752,1.0,1861.3532,678.2271000000001
40218,ДЕЗЛОРАТАДИН,174,12,0.6823490114942529,0.31765098850574713,0.4756366568047337,1867.9824,566.5516
60436,ЛЕРКАНИДИПИН,142,10,0.6506083943661972,0.34939160563380284,1.0,745.963,291.0557
73487,ИНСУЛИН ГЛУЛИЗИН,28,1,0.0,1.0,,0.0,51.747
80617,ПРЕГАБАЛИН,358,30,0.8587536089385475,0.14124639106145254,1.0,9468.6862,1145.4457
95259,РЕБАМИПИД,51,2,0.2075068431372549,0.792493156862745,1.0,37.4313,131.6741
106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,59,4,0.3090916440677966,0.6909083559322033,1.0,123.6781,171.6863
298137,БИЛАСТИН,57,5,0.35650082456140353,0.6434991754385966,1.0,193.8321,174.974
790221,ЭДОКСАБАН,38,2,0.28089444736842106,0.7191055526315789,1.0,28.2792,68.488
