DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,AVG_STOCKOUT_WEEKS,CLASSIFICATION
4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",25,0.45800528,0.54199472,1.0,0.0,39.2562,62.028200000000005,101.2845,1.68,CRITICAL
4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,15,0.7937353333333333,0.20626466666666668,0.7699657999999999,0.2300342,651.7366,237.11970000000002,888.8561,4.133333333333334,SUBSTITUTABLE
5050,"НАКЛОФЕН, KRKA d.d. Novo Mesto  (Словения), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,15,0.7606023333333333,0.23939766666666668,1.0,0.0,119.6671,33.7755,153.4426,7.133333333333334,SUBSTITUTABLE
5216,"ГЕПАТРОМБИН, Stada  (Германия), крем 30000 МЕ/100 г туба 40 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.8560124,0.1439876,1.0,0.0,51.7245,4.92,56.6445,17.4,SUBSTITUTABLE
5949,"ВОЛЬТАРЕН®, Novartis Pharma (Швейцария), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,20,0.5920484,0.40795159999999997,1.0,0.0,100.2263,30.293599999999998,130.5197,4.25,CRITICAL
6328,"ВОЛЬТАРЕН®, Novartis Pharma (Швейцария), табл. гастрорезист. 50 мг блистер, #20",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,8,0.790803375,0.20919662500000002,0.7165012857142857,0.28349871428571427,90.6683,11.722999999999999,102.3913,5.125,SUBSTITUTABLE
6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",12,0.5934785833333334,0.40652141666666664,1.0,0.0,57.2134,48.5463,105.75970000000001,8.666666666666666,CRITICAL
6573,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 100 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",16,0.509154625,0.49084537500000003,1.0,0.0,36.8146,45.9288,82.74340000000001,5.1875,CRITICAL
7583,"ЗОВИРАКС, Халеон Украина ООО (Украина, Киев), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",32,0.7094812500000001,0.29051875,1.0,0.0,134.9645,66.8632,201.8277,1.78125,SUBSTITUTABLE
8249,"ОЛФЕН®-50 ЛАКТАБ, Teva (Израиль), табл. кишечно-раств. 50 мг, #20",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,9,0.8540556666666667,0.14594433333333334,0.5426594444444445,0.45734055555555553,154.3623,19.477,173.8393,9.333333333333334,SUBSTITUTABLE
