EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,MARKET_DURING_Q
129455_106853_0001,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-04-17,2023-04-17,1,2023-03-20,2023-04-10,4,1.25,5.2
129455_106853_0002,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-05-01,2023-05-08,2,2023-04-03,2023-04-24,4,1.5,5.23
129455_106853_0003,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-05-29,2023-07-10,7,2023-05-01,2023-05-22,4,0.75,14.78
129455_106853_0004,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-07-24,2023-07-24,1,2023-06-26,2023-07-17,4,0.25,3.0
129455_106853_0005,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-09-11,2023-09-25,3,2023-08-14,2023-09-04,4,0.5,7.05
129455_106853_0006,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-10-23,2023-11-13,4,2023-09-25,2023-10-16,4,0.5,15.0
129455_106853_0007,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-11-27,2023-12-11,3,2023-10-30,2023-11-20,4,0.25,8.0
129455_106853_0008,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-01-01,2024-01-15,3,2023-12-04,2023-12-25,4,1.0,12.0
129455_106853_0009,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-01-29,2024-02-12,3,2024-01-01,2024-01-22,4,0.5,12.24
129455_106853_0010,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-02-26,2024-03-04,2,2024-01-29,2024-02-19,4,0.25,9.0
129455_106853_0011,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-05-27,2024-08-19,13,2024-04-29,2024-05-20,4,1.75,32.0
129455_106853_0012,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-09-02,2024-09-02,1,2024-08-05,2024-08-26,4,0.25,5.07
129455_106853_0013,129455,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-09-16,2024-09-23,2,2024-08-19,2024-09-09,4,0.5,7.38
