CLIENT_ID,STOCKOUT_DRUG_ID,STOCKOUT_DRUG_NAME,INN_ID,INN_NAME,NFC1_ID,SUBSTITUTE_DRUG_ID,SUBSTITUTE_DRUG_NAME,SUBSTITUTE_NFC1_ID,SAME_NFC1,SUBSTITUTE_SHARE,SUBSTITUTE_RANK
584900,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",2757,ТОБРАМИЦИН,Офтальмологические,,,,,,0
584900,60260,"ЛЕРКАМЕН® 10, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 10 мг, #28",60436,ЛЕРКАНИДИПИН,Пероральные твердые обычные,,,,,,0
584900,89669,"МУКОГЕН, Macleods Pharmaceuticals Ltd (Индия), табл. п/о 100 мг стрип, #30",95259,РЕБАМИПИД,Пероральные твердые обычные,,,,,,0
584900,95127,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), супп. ректал. 60 мг, #10",3138,ИБУПРОФЕН,Ректальные системные,,,,,,0
584900,141088,"ДИФТАЛЬ®, Фармак АО (Украина, Киев), кап. глаз. 0,1 % фл. 10 мл, #1",3170,ДИКЛОФЕНАК,Офтальмологические,,,,,,0
584900,379545,"ОЛФЕН®, Teva (Израиль), пластырь лечебный 140 мг/12 часов пакет, #5",3170,ДИКЛОФЕНАК,Прочие системные,,,,,,0
584900,1014022,"НО-ШПА® ДЛЯ ИНЪЕКЦИЙ, Opella Healthcare International  (Франция), р-р д/ин. 40 мг амп. 2 мл, #25",3147,ДРОТАВЕРИН,Парентеральные обычные,,,,,,0
584900,832883,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 150 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.534759,1
584900,832883,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 150 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",6573,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 100 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.238859,2
584900,832883,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 150 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",30976,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 20 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.226381,3
584900,506214,"ЭКЗИК, Житомирская ФФ ООО (Украина, Станишовка), р-р накожный 1 % фл. 20 мл, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",670382,"ЭКЗО-ТИФИН, Здоровье Группа компаний ООО (Украина, Харьков), крем 10 мг/г туба 15 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,1.0,1
584900,773377,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 25 мг блистер, #28",80617,ПРЕГАБАЛИН,Пероральные твердые обычные,375230,"ГАБАНА®, Корпорация Артериум  (Украина, Киев), капс. 150 мг блистер в пачке, #20",Пероральные твердые обычные,True,0.526735,1
584900,773377,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 25 мг блистер, #28",80617,ПРЕГАБАЛИН,Пероральные твердые обычные,825572,"ПРЕГАБАЛИН-ТЕВА, Teva (Израиль), капс. тверд. 150 мг блистер, #28",Пероральные твердые обычные,True,0.473265,2
584900,149164,"ЛЕРКАМЕН® 10, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 10 мг, #60",60436,ЛЕРКАНИДИПИН,Пероральные твердые обычные,156589,"ЛЕРКАМЕН® 20, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 20 мг блистер, #60",Пероральные твердые обычные,True,0.601156,1
584900,149164,"ЛЕРКАМЕН® 10, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 10 мг, #60",60436,ЛЕРКАНИДИПИН,Пероральные твердые обычные,121151,"ЗАНИДИП®, Recordati Group  (Италия), табл. п/плен. оболочкой 10 мг блистер, #28",Пероральные твердые обычные,True,0.398844,2
584900,773380,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 50 мг блистер, #28",80617,ПРЕГАБАЛИН,Пероральные твердые обычные,327057,"ТОРГАБАЛИН 75, Torrent Pharmaceuticals (Индия), капс. тверд. 75 мг блистер, #30",Пероральные твердые обычные,True,0.903475,1
584900,773380,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 50 мг блистер, #28",80617,ПРЕГАБАЛИН,Пероральные твердые обычные,149166,"ЛИРИКА, Viatris  (США), капс. 75 мг блистер, #14",Пероральные твердые обычные,True,0.096525,2
584900,63472,"АЦИКЛОВИР-ФАРМАК, Фармак АО (Украина, Киев), табл. 200 мг, #20",3297,АЦИКЛОВИР,Пероральные твердые обычные,73433,"ГЕРПЕВИР®, Корпорация Артериум  (Украина, Киев), табл. 400 мг блистер, #10",Пероральные твердые обычные,True,0.509493,1
584900,63472,"АЦИКЛОВИР-ФАРМАК, Фармак АО (Украина, Киев), табл. 200 мг, #20",3297,АЦИКЛОВИР,Пероральные твердые обычные,73434,"ГЕРПЕВИР®, Корпорация Артериум  (Украина, Киев), табл. 200 мг блистер, #20",Пероральные твердые обычные,True,0.440746,2
584900,63472,"АЦИКЛОВИР-ФАРМАК, Фармак АО (Украина, Киев), табл. 200 мг, #20",3297,АЦИКЛОВИР,Пероральные твердые обычные,32346,"АЦИКЛОВИР 400 СТАДА®, Stada  (Германия), табл. 400 мг блистер, #35",Пероральные твердые обычные,True,0.049762,3
584900,175989,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #10",298137,БИЛАСТИН,Пероральные твердые обычные,175990,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #30",Пероральные твердые обычные,True,0.903954,1
584900,175989,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #10",298137,БИЛАСТИН,Пероральные твердые обычные,761709,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #30",Пероральные твердые обычные,True,0.096046,2
584900,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,Для введения в легкие,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,True,1.0,1
584900,761709,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #30",298137,БИЛАСТИН,Пероральные твердые обычные,175989,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #10",Пероральные твердые обычные,True,0.848012,1
584900,761709,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #30",298137,БИЛАСТИН,Пероральные твердые обычные,761708,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #10",Пероральные твердые обычные,True,0.093482,2
584900,761709,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #30",298137,БИЛАСТИН,Пероральные твердые обычные,175990,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #30",Пероральные твердые обычные,True,0.058506,3
584900,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",350,АРГИНИН,Пероральные твердые обычные,134048,"ГЛУТАРГИН АЛКОКЛИН, Здоровье Группа компаний ООО (Украина, Харьков), пор. д/оральн. р-ра 1 г/3 г пакет 3 г, #10",Пероральные жидкие обычные,False,0.62126,1
584900,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",350,АРГИНИН,Пероральные твердые обычные,52412,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,25 г блистер, #30",Пероральные твердые обычные,True,0.37874,2
584900,426659,"ЭСТЕЗИФИН, Фармак АО (Украина, Киев), спрей накожный 1 % фл. 15 мл, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",329670,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), р-р накожный 1 % фл. 20 мл, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.711575,1
584900,426659,"ЭСТЕЗИФИН, Фармак АО (Украина, Киев), спрей накожный 1 % фл. 15 мл, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",670382,"ЭКЗО-ТИФИН, Здоровье Группа компаний ООО (Украина, Харьков), крем 10 мг/г туба 15 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.288425,2
584900,491742,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), крем 1 % туба 30 г, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",670382,"ЭКЗО-ТИФИН, Здоровье Группа компаний ООО (Украина, Харьков), крем 10 мг/г туба 15 г, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.565121,1
584900,491742,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), крем 1 % туба 30 г, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",671175,"ЭКЗО-ТИФИН, Здоровье Группа компаний ООО (Украина, Харьков), р-р накожный 10 мг/г фл. 20 мл, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.18543,2
584900,491742,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), крем 1 % туба 30 г, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",426659,"ЭСТЕЗИФИН, Фармак АО (Украина, Киев), спрей накожный 1 % фл. 15 мл, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.152318,3
584900,491742,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), крем 1 % туба 30 г, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",506214,"ЭКЗИК, Житомирская ФФ ООО (Украина, Станишовка), р-р накожный 1 % фл. 20 мл, #1","Местно действующие, дерматологические, антигеморроидальные, наружные",True,0.09713,4
584900,31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,98542,"РАПТЕН 75, Stada  (Германия), р-р д/ин. 75 мг амп. 3 мл, #5",Парентеральные обычные,True,0.757085,1
584900,31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,38173,"ДИКЛОФЕНАК НАТРИЯ, Лубныфарм АО (Украина, Лубны), р-р д/ин. 2,5 % амп. 3 мл, блистер в пачке, #10",Парентеральные обычные,True,0.161943,2
584900,31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,31881,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #10",Парентеральные обычные,True,0.080972,3
