CLIENT_ID,DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,TOTAL_STOCKOUT_WEEKS,FIRST_STOCKOUT_DATE,LAST_STOCKOUT_DATE,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,TOTAL_LIFT_SAME_NFC1,TOTAL_LIFT_DIFF_NFC1,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,CLASSIFICATION,RECOMMENDATION
584900,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",2757,ТОБРАМИЦИН,Офтальмологические,25,98,2023-02-27,2025-12-01,0.0,37.3791,37.3791,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,60260,"ЛЕРКАМЕН® 10, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 10 мг, #28",60436,ЛЕРКАНИДИПИН,Пероральные твердые обычные,1,6,2025-04-14,2025-05-19,0.0,4.0178,4.0178,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,89669,"МУКОГЕН, Macleods Pharmaceuticals Ltd (Индия), табл. п/о 100 мг стрип, #30",95259,РЕБАМИПИД,Пероральные твердые обычные,7,106,2023-02-13,2025-03-31,0.0,13.4218,13.4218,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,95127,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), супп. ректал. 60 мг, #10",3138,ИБУПРОФЕН,Ректальные системные,2,10,2023-02-20,2023-05-08,0.0,3.452,3.452,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,141088,"ДИФТАЛЬ®, Фармак АО (Украина, Киев), кап. глаз. 0,1 % фл. 10 мл, #1",3170,ДИКЛОФЕНАК,Офтальмологические,1,5,2025-07-07,2025-08-04,0.0,0.4623,0.4623,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,379545,"ОЛФЕН®, Teva (Израиль), пластырь лечебный 140 мг/12 часов пакет, #5",3170,ДИКЛОФЕНАК,Прочие системные,1,3,2023-03-06,2023-03-20,0.0,8.5473,8.5473,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,1014022,"НО-ШПА® ДЛЯ ИНЪЕКЦИЙ, Opella Healthcare International  (Франция), р-р д/ин. 40 мг амп. 2 мл, #25",3147,ДРОТАВЕРИН,Парентеральные обычные,13,44,2023-01-30,2025-06-02,0.0,10.7835,10.7835,0.0,0.0,0.0,1.0,0.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,832883,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 150 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",3,130,2023-05-15,2025-11-24,5.609999999999999,67.6905,73.3005,5.61,0.0,0.054505,0.945495,1.0000000000000002,0.0,CRITICAL,KEEP - High loss to competitors
584900,506214,"ЭКЗИК, Житомирская ФФ ООО (Украина, Станишовка), р-р накожный 1 % фл. 20 мл, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",1,9,2023-02-27,2023-04-24,0.9,12.64,13.54,0.8999999999999999,0.0,0.06647,0.93353,0.9999999999999999,0.0,CRITICAL,KEEP - High loss to competitors
584900,773377,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 25 мг блистер, #28",80617,ПРЕГАБАЛИН,Пероральные твердые обычные,1,5,2025-05-19,2025-06-16,0.7024,6.4813,7.1838,0.7024409999999999,0.0,0.097782,0.902218,1.0000583712984052,0.0,CRITICAL,KEEP - High loss to competitors
584900,149164,"ЛЕРКАМЕН® 10, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 10 мг, #60",60436,ЛЕРКАНИДИПИН,Пероральные твердые обычные,12,63,2023-02-06,2024-10-28,1.73,12.9721,14.7021,1.73,0.0,0.1440094166666666,0.8559905833333333,1.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,773380,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 50 мг блистер, #28",80617,ПРЕГАБАЛИН,Пероральные твердые обычные,1,19,2025-06-02,2025-10-06,2.59,13.3965,15.9865,2.59,0.0,0.162011,0.837989,1.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,63472,"АЦИКЛОВИР-ФАРМАК, Фармак АО (Украина, Киев), табл. 200 мг, #20",3297,АЦИКЛОВИР,Пероральные твердые обычные,2,2,2025-11-17,2025-12-01,1.4066999999999998,7.2402,8.6469,1.40670711,0.0,0.1699895,0.8300105,1.0000050543825976,0.0,CRITICAL,KEEP - High loss to competitors
584900,175989,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #10",298137,БИЛАСТИН,Пероральные твердые обычные,18,60,2023-02-06,2025-06-23,4.1646,52.6676,56.8323,4.1646582500000005,0.0,0.1797864444444444,0.8202135555555556,1.000013986937521,0.0,CRITICAL,KEEP - High loss to competitors
584900,38166,"БЕРОДУАЛ® Н, Boehringer Ingelheim  (Германия), аэр. дозир. баллончик метал. 10 мл, 200 доз",106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,Для введения в легкие,8,38,2024-06-24,2025-07-07,3.2,25.9072,29.1072,3.2,0.0,0.18641,0.81359,1.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,761709,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #30",298137,БИЛАСТИН,Пероральные твердые обычные,2,97,2023-09-11,2025-10-27,15.725,64.8576,80.5826,15.724975610000005,0.0,0.2093955,0.7906044999999999,0.999998448966614,0.0,CRITICAL,KEEP - High loss to competitors
584900,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",350,АРГИНИН,Пероральные твердые обычные,21,56,2023-01-30,2025-10-27,3.4852,47.362,50.8472,1.32,2.16523615,0.2163128095238095,0.7836871904761905,0.3787444049122002,0.6212659675197981,CRITICAL,KEEP - High loss to competitors
584900,426659,"ЭСТЕЗИФИН, Фармак АО (Украина, Киев), спрей накожный 1 % фл. 15 мл, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",1,14,2024-04-29,2024-07-29,1.7682,5.62,7.3882,1.7682216599999994,0.0,0.23933,0.76067,1.0000122497455035,0.0,CRITICAL,KEEP - High loss to competitors
584900,491742,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), крем 1 % туба 30 г, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",2,28,2023-03-20,2023-10-02,4.529999999999999,19.2773,23.8073,4.53,0.0,0.2401815,0.7598185,1.0000000000000002,0.0,CRITICAL,KEEP - High loss to competitors
584900,31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,1,22,2025-01-13,2025-06-09,2.47,7.6356,10.1056,2.47,0.0,0.244419,0.755581,1.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,50178,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. п/о кишечно-раств. 25 мг контурн. ячейк. уп., #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,3,22,2024-12-16,2025-07-07,5.0479,8.0542,13.1021,2.39,2.65794895,0.249708,0.750292,0.4734642128409834,0.5265454842607817,CRITICAL,KEEP - High loss to competitors
584900,51182,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), конц. д/р-ра д/инф. 400 мг/мл амп. 5 мл, в блист. в коробках, #10",350,АРГИНИН,Парентеральные обычные,4,100,2023-02-27,2025-03-24,0.29,17.4487,17.7387,0.29,0.0,0.25,0.75,1.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",350,АРГИНИН,Парентеральные обычные,4,57,2023-05-29,2024-07-15,0.37,41.6277,41.9977,0.37,0.0,0.2523505,0.7476495,1.0,0.0,CRITICAL,KEEP - High loss to competitors
584900,7583,"ЗОВИРАКС, Халеон Украина ООО (Украина, Киев), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",12,87,2023-05-08,2025-10-20,20.8571,103.9719,124.8289,20.857034069999997,0.0,0.2538900833333333,0.7461099166666667,0.9999968389661074,0.0,CRITICAL,KEEP - High loss to competitors
584900,29401,"ДИКЛОБЕРЛ® 50, Berlin-Chemie  (Германия), супп. 50 мг блистер, #10",3170,ДИКЛОФЕНАК,Ректальные системные,10,92,2023-03-20,2025-07-28,6.4707,53.025400000000005,59.4961,6.470709089999999,0.0,0.2707876999999999,0.7292123,1.000001404793917,0.0,CRITICAL,KEEP - High loss to competitors
584900,134048,"ГЛУТАРГИН АЛКОКЛИН, Здоровье Группа компаний ООО (Украина, Харьков), пор. д/оральн. р-ра 1 г/3 г пакет 3 г, #10",350,АРГИНИН,Пероральные жидкие обычные,11,100,2023-02-06,2025-10-20,17.106099999999998,52.9255,70.0318,0.0,17.10617228,0.2801790909090909,0.7198209090909091,0.0,1.0000042253932808,CRITICAL,KEEP - High loss to competitors
584900,235559,"НАЛГЕЗИН ФОРТЕ, KRKA d.d. Novo Mesto  (Словения), табл. п/плен. оболочкой 550 мг, #20",2969,НАПРОКСЕН,Пероральные твердые обычные,10,92,2023-05-29,2025-06-23,9.6781,30.3201,39.9982,9.67814634,0.0,0.2853673,0.7146326999999999,1.0000047881299015,0.0,CRITICAL,KEEP - High loss to competitors
584900,103309,"ДИКЛОФЕНАК, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,1 г, #10",3170,ДИКЛОФЕНАК,Ректальные системные,4,116,2023-04-24,2025-07-28,5.5092,72.8437,78.3529,5.50915655,0.0,0.2893325,0.7106675,0.999992113192478,0.0,CRITICAL,KEEP - High loss to competitors
584900,231097,"НАЛГЕЗИН, KRKA d.d. Novo Mesto  (Словения), табл. п/плен. оболочкой 275 мг блистер, в карт. коробке, #20",2969,НАПРОКСЕН,Пероральные твердые обычные,8,104,2023-06-05,2025-10-13,8.399000000000001,41.4785,49.8775,8.39897369,0.0,0.2922005,0.7077995,0.9999968674842242,0.0,CRITICAL,KEEP - High loss to competitors
584900,329670,"ЭКЗОДЕРИЛ®, Sandoz (Швейцария), р-р накожный 1 % фл. 20 мл, #1",2963,НАФТИФИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",14,130,2023-02-13,2025-11-17,12.7306,83.065,95.7958,12.73067445,0.0,0.3001000714285714,0.6998999285714286,1.000005848113993,0.0,CRITICAL,KEEP - High loss to competitors
584900,71426,"ЛОРАТАДИН, Астрафарм ООО (Украина, Вишневое), табл. 10 мг блистер, #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,5,15,2023-06-26,2024-01-22,2.2505,6.4794,8.73,1.8505052,0.4,0.3074796,0.6925204,0.8222640302155075,0.1777382803821373,CRITICAL,KEEP - High loss to competitors
584900,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",19,101,2023-01-30,2025-09-15,15.6737,91.3709,107.0446,15.673736500000002,0.0,0.3148272631578947,0.6851727368421052,1.0000023287417779,0.0,CRITICAL,KEEP - High loss to competitors
