DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,AVG_STOCKOUT_WEEKS,CLASSIFICATION
4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",18,0.27283088888888885,0.727169111111111,1.0,0.0,15.5737,45.3309,60.9046,5.666666666666667,CRITICAL
4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,22,0.46720399999999995,0.532796,0.7615197647058823,0.23848023529411766,22.1136,24.395699999999998,46.5094,1.6818181818181819,CRITICAL
6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",3,0.0,1.0,,,0.0,9.44,9.44,8.333333333333334,CRITICAL
7583,"ЗОВИРАКС, Халеон Украина ООО (Украина, Киев), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.5006944,0.4993056,1.0,0.0,19.7085,52.1305,71.8391,15.8,CRITICAL
8609,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 50 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",11,0.3181958181818182,0.6818041818181818,1.0,0.0,14.1116,52.1625,66.27420000000001,6.181818181818182,CRITICAL
17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,Для введения в легкие,1,0.0,1.0,,,0.0,6.7062,6.7062,35.0,CRITICAL
25464,"ДИКЛОФЕНАК, Красная звезда ОАО (Украина, Харьков), табл. 0,05 г блистер, в пачке, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,3,0.43055333333333334,0.5694466666666667,0.8458205,0.15417950000000002,7.4251,11.8161,19.2412,5.0,CRITICAL
29400,"ДИКЛОБЕРЛ® 100, Berlin-Chemie  (Германия), супп. 100 мг, #10",3170,ДИКЛОФЕНАК,Ректальные системные,6,0.5638825,0.4361175,1.0,0.0,19.7665,46.0334,65.79990000000001,16.166666666666668,CRITICAL
29401,"ДИКЛОБЕРЛ® 50, Berlin-Chemie  (Германия), супп. 50 мг блистер, #10",3170,ДИКЛОФЕНАК,Ректальные системные,3,0.719891,0.280109,1.0,0.0,11.076699999999999,5.6138,16.6905,24.333333333333332,SUBSTITUTABLE
29404,"ДИКЛОБЕРЛ® РЕТАРД, Berlin-Chemie  (Германия), капс. тверд. пролонг. дейст. 100 мг, #20",3170,ДИКЛОФЕНАК,Пероральные твердые длительно действующие,22,0.4915110909090909,0.508488909090909,0.012866277777777777,0.9871337222222222,48.3474,70.0166,118.36410000000001,4.954545454545454,CRITICAL
31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,6,0.1584305,0.8415695,1.0,0.0,8.47,17.2287,25.6987,5.5,CRITICAL
31881,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #10",3170,ДИКЛОФЕНАК,Парентеральные обычные,13,0.45440138461538465,0.5455986153846154,1.0,0.0,44.4855,39.1434,83.6289,6.538461538461538,CRITICAL
32493,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 30 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",4,0.655474,0.344526,1.0,0.0,20.79,11.076999999999998,31.867,14.25,SUBSTITUTABLE
