CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,DATE_START,DATE_END,DATE_DIFF,WEEKS_TOTAL,WEEKS_WITH_SALES,SALES_RATIO,TOTAL_Q
28753,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",2023-12-04,2025-02-24,449,65,6,0.092,4.49
28753,350,АРГИНИН,51182,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), конц. д/р-ра д/инф. 400 мг/мл амп. 5 мл, в блист. в коробках, #10",2023-03-27,2025-12-01,981,141,11,0.078,3.2199999999999998
28753,350,АРГИНИН,52412,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,25 г блистер, #30",2023-03-13,2025-09-15,918,132,15,0.114,11.22
28753,350,АРГИНИН,111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",2023-06-19,2025-12-08,904,130,29,0.223,151.57
28753,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",2023-01-23,2025-11-03,1016,146,29,0.199,33.120000000000005
28753,350,АРГИНИН,308730,"ТИВОМАКС-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/инф. 42 мг/мл фл. 100 мл, #1",2023-05-01,2024-02-26,302,44,5,0.114,17.14
28753,350,АРГИНИН,501672,"АРГИТЕК, Дарница ЧАО (Украина, Киев), р-р д/инф. 8 мг/мл фл. 250 мл, #1",2023-09-04,2023-10-30,57,9,2,0.222,2.7600000000000002
28753,80617,ПРЕГАБАЛИН,359474,"ОГРАНИЯ, Фармак АО (Украина, Киев), капс. 150 мг блистер, #30",2023-01-02,2023-06-05,155,23,3,0.13,0.95
28753,80617,ПРЕГАБАЛИН,442263,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 150 мг блистер, #28",2023-05-15,2025-12-08,939,135,9,0.067,26.59
28753,80617,ПРЕГАБАЛИН,449769,"ПРЕГАБАЛИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), капс. 75 мг контурн. ячейк. уп., #21",2023-01-30,2025-12-22,1058,152,36,0.237,35.24
28753,80617,ПРЕГАБАЛИН,449774,"ПРЕГАБАЛИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), капс. 150 мг контурн. ячейк. уп., #14",2024-04-22,2024-07-08,78,12,2,0.167,2.5
28753,80617,ПРЕГАБАЛИН,449775,"ПРЕГАБАЛИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), капс. 150 мг контурн. ячейк. уп., #21",2023-01-16,2025-09-22,981,141,27,0.191,27.39
28753,80617,ПРЕГАБАЛИН,482526,"ПРЕГАДОЛ, Борщаговский ХФЗ ПАО (Украина, Киев), капс. 150 мг блистер в пачке, #30",2023-07-31,2025-12-15,869,125,16,0.128,49.21
28753,80617,ПРЕГАБАЛИН,482531,"ПРЕГАДОЛ, Борщаговский ХФЗ ПАО (Украина, Киев), капс. 75 мг блистер в пачке, #30",2023-02-20,2025-12-15,1030,148,27,0.182,87.22
28753,80617,ПРЕГАБАЛИН,501762,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 75 мг блистер, #28",2023-01-30,2025-11-17,1023,147,19,0.129,22.14
28753,80617,ПРЕГАБАЛИН,597303,"ГАБАНА®, Корпорация Артериум  (Украина, Киев), капс. 300 мг блистер в пачке, #20",2023-11-06,2023-12-04,29,5,4,0.8,13.370000000000001
28753,80617,ПРЕГАБАЛИН,773380,"ЗОНИК, Кусум Фарм ООО (Украина, Киев), капс. тверд. 50 мг блистер, #28",2024-08-19,2025-05-12,267,39,9,0.231,5.82
28753,80617,ПРЕГАБАЛИН,825568,"ПРЕГАБАЛИН-ТЕВА, Teva (Израиль), капс. тверд. 75 мг блистер, #28",2024-05-13,2025-05-26,379,55,3,0.055,1.5
28753,80617,ПРЕГАБАЛИН,825572,"ПРЕГАБАЛИН-ТЕВА, Teva (Израиль), капс. тверд. 150 мг блистер, #28",2025-06-16,2025-07-07,22,4,2,0.5,1.0
28753,80617,ПРЕГАБАЛИН,919331,"ПРЕГАБАЛИН АСИНО, Acino (Швейцария), капс. 75 мг блистер, #60",2025-08-04,2025-11-17,106,16,3,0.188,4.1899999999999995
28753,3138,ИБУПРОФЕН,4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",2023-01-02,2025-01-06,736,106,61,0.575,69.96000000000001
28753,3138,ИБУПРОФЕН,6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",2023-07-10,2024-11-25,505,73,8,0.11,8.05
28753,3138,ИБУПРОФЕН,41633,"ИБУПРОМ, Дельта Медикел ООО (Украина, Вишневое), табл. п/о 200 мг блистер, #10",2023-01-09,2024-03-18,435,63,9,0.143,10.97
28753,3138,ИБУПРОФЕН,63512,"ИБУПРОМ МАКС, Дельта Медикел ООО (Украина, Вишневое), табл. п/о 400 мг блистер, #24",2023-01-23,2024-07-08,533,77,13,0.169,7.510000000000001
28753,3138,ИБУПРОФЕН,69784,"ИБУПРОФЕН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. 200 мг контурн. ячейк. уп., #50",2023-01-09,2025-12-15,1072,154,100,0.649,94.35
28753,3138,ИБУПРОФЕН,82447,"ИМЕТ®, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 400 мг, #10",2023-03-13,2025-03-24,743,107,6,0.056,6.0
28753,3138,ИБУПРОФЕН,82448,"ИМЕТ®, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 400 мг, #20",2023-05-08,2024-07-08,428,62,5,0.081,3.5
28753,3138,ИБУПРОФЕН,99353,"НУРОФЕН, Reckitt Benckiser Healthcare International  (Великобритания), табл. п/о 200 мг блистер, #24",2023-03-27,2025-07-07,834,120,7,0.058,6.42
28753,3138,ИБУПРОФЕН,99972,"ИБУПРОМ СПРИНТ КАПС, Дельта Медикел ООО (Украина, Вишневое), капс. мягкие 200 мг блистер, #10",2023-11-06,2025-12-08,764,110,14,0.127,16.2
28753,3138,ИБУПРОФЕН,109181,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), сусп. оральн. 100 мг/5 мл фл. 100 мл, с апельсиновым вкусом",2023-04-17,2025-05-19,764,110,8,0.073,8.64
28753,3138,ИБУПРОФЕН,138340,"ГОФЕН 400, Mega Lifesciences  (Таиланд), капс. мягкие 400 мг блистер, #60",2023-04-10,2023-12-11,246,36,5,0.139,0.74
28753,3138,ИБУПРОФЕН,175763,"БРУФЕН®, Abbott Products GmbH  (Германия), гран. шип. 600 мг саше, #30",2023-01-02,2025-11-17,1051,151,16,0.106,3.37
28753,3138,ИБУПРОФЕН,190510,"ИБУПРОМ СПРИНТ МАКС, Дельта Медикел ООО (Украина, Вишневое), капс. мягкие 400 мг блистер, #10",2024-03-25,2025-07-07,470,68,7,0.103,7.0
28753,3138,ИБУПРОФЕН,190511,"ИБУПРОМ СПРИНТ МАКС, Дельта Медикел ООО (Украина, Вишневое), капс. мягкие 400 мг блистер, #20",2024-01-29,2024-02-12,15,3,2,0.667,1.0
28753,3138,ИБУПРОФЕН,287569,"ИБУФЕН® ДЛЯ ДЕТЕЙ МАЛИНА, Polpharma (Польша), сусп. оральн. 100 мг/5 мл фл. 100 мл, #1",2023-02-13,2023-05-08,85,13,2,0.154,1.87
28753,3138,ИБУПРОФЕН,314746,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), сусп. оральн. 100 мг/5 мл фл. 200 мл, с апельсиновым вкусом",2025-07-28,2025-10-27,92,14,2,0.143,2.0
28753,3138,ИБУПРОФЕН,350492,"НУРОФЕН ДЛЯ ДЕТЕЙ ФОРТЕ, Reckitt Benckiser Healthcare International  (Великобритания), сусп. оральн. 200 мг/5 мл фл. 100 мл, с клубничным вкусом",2023-12-04,2025-08-25,631,91,7,0.077,6.34
28753,3138,ИБУПРОФЕН,636734,"ТЕРМИДОЛ, Киевский витаминный завод АО (Украина, Киев), капс. мягкие 200 мг блистер, #10",2023-03-27,2023-10-30,218,32,2,0.062,2.0
28753,3138,ИБУПРОФЕН,636736,"ТЕРМИДОЛ, Киевский витаминный завод АО (Украина, Киев), капс. мягкие 400 мг блистер, #10",2023-03-13,2024-04-01,386,56,3,0.054,4.09
28753,3138,ИБУПРОФЕН,650512,"БРУФЕН® РАПИД, Abbott Products GmbH  (Германия), капс. мягкие 400 мг блистер, #10",2023-02-13,2025-10-06,967,139,8,0.058,9.32
28753,3138,ИБУПРОФЕН,665593,"ИБУПРОМ МАКС РР, Дельта Медикел ООО (Украина, Вишневое), табл. п/плен. оболочкой 400 мг блистер, #12",2025-04-14,2025-10-13,183,27,2,0.074,2.0
28753,3138,ИБУПРОФЕН,665594,"ИБУПРОМ МАКС РР, Дельта Медикел ООО (Украина, Вишневое), табл. п/плен. оболочкой 400 мг блистер, #24",2025-07-07,2025-08-18,43,7,4,0.571,2.0
28753,790221,ЭДОКСАБАН,813369,"ЭДОКСАКОРД, Киевский витаминный завод АО (Украина, Киев), табл. п/плен. оболочкой 60 мг блистер, #30",2023-10-23,2025-12-15,785,113,21,0.186,21.34
28753,790221,ЭДОКСАБАН,813371,"ЭДОКСАКОРД, Киевский витаминный завод АО (Украина, Киев), табл. п/плен. оболочкой 30 мг блистер, #30",2024-10-28,2025-11-17,386,56,11,0.196,13.89
28753,3170,ДИКЛОФЕНАК,5050,"НАКЛОФЕН, KRKA d.d. Novo Mesto  (Словения), р-р д/ин. 75 мг амп. 3 мл, #5",2023-02-06,2023-07-03,148,22,2,0.091,0.74
28753,3170,ДИКЛОФЕНАК,5949,"ВОЛЬТАРЕН®, Novartis Pharma (Швейцария), р-р д/ин. 75 мг амп. 3 мл, #5",2024-08-19,2024-10-14,57,9,2,0.222,1.0
28753,3170,ДИКЛОФЕНАК,25464,"ДИКЛОФЕНАК, Красная звезда ОАО (Украина, Харьков), табл. 0,05 г блистер, в пачке, #30",2023-01-09,2023-10-09,274,40,7,0.175,4.49
28753,3170,ДИКЛОФЕНАК,29400,"ДИКЛОБЕРЛ® 100, Berlin-Chemie  (Германия), супп. 100 мг, #10",2023-04-03,2025-11-03,946,136,11,0.081,6.43
28753,3170,ДИКЛОФЕНАК,29401,"ДИКЛОБЕРЛ® 50, Berlin-Chemie  (Германия), супп. 50 мг блистер, #10",2023-10-23,2025-07-21,638,92,7,0.076,5.0
28753,3170,ДИКЛОФЕНАК,29404,"ДИКЛОБЕРЛ® РЕТАРД, Berlin-Chemie  (Германия), капс. тверд. пролонг. дейст. 100 мг, #20",2023-01-02,2025-11-24,1058,152,30,0.197,19.42
28753,3170,ДИКЛОФЕНАК,31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",2023-07-03,2024-12-02,519,75,22,0.293,24.75
28753,3170,ДИКЛОФЕНАК,31881,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #10",2023-01-30,2025-11-24,1030,148,45,0.304,30.52
28753,3170,ДИКЛОФЕНАК,36782,"НАТРИЯ ДИКЛОФЕНАК-КВ, Киевский витаминный завод АО (Украина, Киев), капс. тверд. 25 мг блистер, #30",2023-02-27,2025-10-06,953,137,32,0.234,30.990000000000002
28753,3170,ДИКЛОФЕНАК,50178,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. п/о кишечно-раств. 25 мг контурн. ячейк. уп., #30",2023-02-06,2025-12-08,1037,149,20,0.134,20.44
28753,3170,ДИКЛОФЕНАК,62632,"ОРТОФЕН, Sopharma (Болгария), табл. п/о кишечно-раств. 0,025 г блистер, #30",2023-01-16,2025-03-03,778,112,14,0.125,12.67
28753,3170,ДИКЛОФЕНАК,70279,"ДИКЛОБЕРЛ® N 75, Berlin-Chemie  (Германия), р-р д/ин. 75 мг амп. 3 мл, #5",2023-01-02,2025-08-18,960,138,55,0.399,46.400000000000006
28753,3170,ДИКЛОФЕНАК,84844,"ДИКЛОФЕНАК-ЗДОРОВЬЕ ФОРТЕ, Здоровье Группа компаний ООО (Украина, Харьков), гель 30 мг/г туба 50 г, #1",2023-10-23,2025-08-11,659,95,16,0.168,16.0
28753,3170,ДИКЛОФЕНАК,85398,"ДИКЛОФЕНАК, Красная звезда ОАО (Украина, Харьков), гель 10 мг/г туба 40 г, в пачке, #1",2023-01-16,2024-12-16,701,101,7,0.069,7.98
28753,3170,ДИКЛОФЕНАК,87308,"ОРТОФЕН, Лекхим ЧАО (Украина, Киев), табл. п/о кишечно-раств. 25 мг блистер, #30",2025-07-21,2025-09-22,64,10,3,0.3,3.0
28753,3170,ДИКЛОФЕНАК,103309,"ДИКЛОФЕНАК, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,1 г, #10",2023-10-16,2025-12-22,799,115,18,0.157,15.89
28753,3170,ДИКЛОФЕНАК,112612,"ДИКЛОФЕНАК-ЗДОРОВЬЕ УЛЬТРА, Здоровье Группа компаний ООО (Украина, Харьков), гель 50 мг/г туба 50 г, #1",2023-06-05,2025-09-01,820,118,21,0.178,22.599999999999998
