EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,POST_START,POST_END,POST_WEEKS,POST_STATUS,MARKET_PRE,MARKET_DURING,MARKET_GROWTH,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,SHARE_INTERNAL,SHARE_LOST,SUBSTITUTES_COUNT,SUBSTITUTES_WITH_LIFT,LIFT_SAME_NFC1,LIFT_DIFF_NFC1,SHARE_SAME_NFC1,SHARE_DIFF_NFC1
1336951_2733_0070,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-05,2023-06-05,1,2023-05-08,2023-05-29,4,1.98,2023-06-12,2023-07-03,4,valid,43.96,14.21,0.323248,0.7426,2.3496,3.0921,0.240145,0.759855,6,1,0.7426,0.0,1.0,0.0
1336951_2733_0071,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-26,2023-06-26,1,2023-05-29,2023-06-19,4,2.99,2023-07-03,2023-07-24,4,valid,48.05,8.66,0.180229,0.3391,2.2806,2.6197,0.129436,0.870564,6,1,0.3391,0.0,1.0,0.0
1336951_2733_0072,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-10,2023-07-10,1,2023-06-12,2023-07-03,4,2.74,2023-07-17,2023-08-07,4,valid,39.34,8.38,0.213015,0.696,2.3929,3.0889,0.225327,0.774673,6,1,0.696,0.0,1.0,0.0
1336951_2733_0074,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-10-16,2023-10-16,1,2023-09-18,2023-10-09,4,2.25,2023-10-23,2023-11-13,4,valid,46.73,16.1,0.344532,1.0913,0.0809,1.1722,0.930958,0.069042,6,2,1.0913,0.0,1.0,0.0
1336951_2733_0075,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-01-01,2024-01-01,1,2023-12-04,2023-12-25,4,1.5,2024-01-08,2024-01-29,4,valid,31.29,2.96,0.094599,0.2432,2.1682,2.4114,0.100857,0.899143,5,1,0.2432,0.0,1.0,0.0
1336951_2733_0076,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-03-04,2024-03-11,2,2024-02-05,2024-02-26,4,1.25,2024-03-18,2024-04-08,4,valid,35.04,24.81,0.708048,1.292,2.6304,3.9224,0.32938,0.67062,5,1,1.292,0.0,1.0,0.0
1336951_2733_0077,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-05-06,2024-05-13,2,2024-04-08,2024-04-29,4,2.0,2024-05-20,2024-06-10,4,valid,49.78,19.76,0.396947,3.4122,0.1805,3.5927,0.949771,0.050229,5,2,3.4122,0.0,1.0,0.0
1336951_2733_0078,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-06-17,2024-06-17,1,2024-05-20,2024-06-10,4,2.735,2024-06-24,2024-07-15,4,valid,59.93,20.17,0.336559,0.0,6.1085,6.1085,0.0,1.0,5,0,0.0,0.0,,
1336951_2733_0079,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-07-01,2024-07-01,1,2024-06-03,2024-06-24,4,2.0,2024-07-08,2024-07-29,4,valid,61.36,8.84,0.144068,3.8559,1.7878,5.6437,0.683224,0.316776,5,2,3.8559,0.0,1.0,0.0
1336951_2733_0080,1336951,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-08-05,2024-08-05,1,2024-07-08,2024-07-29,4,2.0,2024-08-12,2024-09-02,4,valid,35.28,8.0,0.226757,1.0,0.0,1.0,1.0,0.0,5,1,1.0,0.0,1.0,0.0
