PHARM_ID,DRUGS_ID,Date,Q,V,DRUGS_NAME,INN_NAME,INN_ID,NFC1_ID,NFC_ID,NOTSOLD_PERCENT,MARKET_TOTAL_DRUGS_PACK,MARKET_TOTAL_DRUGS_REVENUE
1336951,31673,2023-05-01,1.0,60.3,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-05-08,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,1.0,61.24
1336951,31673,2023-05-15,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-05-22,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-05-29,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-06-05,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-06-12,1.0,57.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-06-19,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-06-26,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-07-03,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-07-10,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-07-17,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-07-24,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-07-31,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-08-07,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-08-14,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-08-21,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-08-28,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-09-04,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,0.0,0.0
1336951,31673,2023-09-11,0.0,0.0,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",ДРОТАВЕРИН,3147.0,Ректальные системные,Суппозитории,0.9026548672566371,1.0,79.64
