EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,MARKET_DURING_Q
28753_106853_0001,28753,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-01-29,2024-09-23,35,2024-01-01,2024-01-22,4,0.25,54.79
28753_106853_0002,28753,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-10-07,2025-02-17,20,2024-09-09,2024-09-30,4,0.25,39.93
28753_2733_0003,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-03-27,2023-05-08,7,2023-02-27,2023-03-20,4,0.25,47.31
28753_2733_0004,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-05-22,2023-06-12,4,2023-04-24,2023-05-15,4,0.25,31.65
28753_2733_0005,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-26,2023-08-07,7,2023-05-29,2023-06-19,4,0.25,38.63
28753_2733_0006,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-08-21,2023-09-04,3,2023-07-24,2023-08-14,4,0.25,26.08
28753_2733_0007,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-09-18,2023-10-23,6,2023-08-21,2023-09-11,4,0.25,26.9
28753_2733_0008,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-11-06,2023-11-13,2,2023-10-09,2023-10-30,4,0.5,4.47
28753_2733_0009,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-11-27,2024-02-19,13,2023-10-30,2023-11-20,4,0.75,39.91
28753_2733_0010,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-03-04,2024-03-11,2,2024-02-05,2024-02-26,4,0.25,6.21
28753_2733_0011,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-03-25,2024-04-29,6,2024-02-26,2024-03-18,4,0.5,30.45
28753_2733_0012,28753,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-05-13,2024-05-13,1,2024-04-15,2024-05-06,4,0.25,3.8
