EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,POST_START,POST_END,POST_WEEKS,POST_STATUS,MARKET_PRE,MARKET_DURING,MARKET_GROWTH,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,SHARE_INTERNAL,SHARE_LOST,SUBSTITUTES_COUNT,SUBSTITUTES_WITH_LIFT,LIFT_SAME_NFC1,LIFT_DIFF_NFC1,SHARE_SAME_NFC1,SHARE_DIFF_NFC1
1419760_2733_0040,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-02-27,2023-03-20,4,2023-01-30,2023-02-20,4,1.0,2023-03-27,2023-04-17,4,valid,17.34,23.19,1.33737,0.0,3.7424,3.7424,0.0,1.0,1,0,0.0,0.0,,
1419760_2733_0041,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-04-10,2023-04-10,1,2023-03-13,2023-04-03,4,0.75,2023-04-17,2023-05-08,4,valid,21.73,3.09,0.1422,1.4312,0.0,1.4312,1.0,0.0,2,1,1.4312,0.0,1.0,0.0
1419760_2733_0042,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-05-08,2023-05-08,1,2023-04-10,2023-05-01,4,0.735,2023-05-15,2023-06-05,4,valid,22.17,4.24,0.191249,0.0,1.0035,1.0035,0.0,1.0,2,0,0.0,0.0,,
1419760_2733_0043,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-05-22,2023-05-29,2,2023-04-24,2023-05-15,4,0.9525,2023-06-05,2023-06-26,4,valid,26.18,19.16,0.731856,0.0,2.9102,2.9102,0.0,1.0,2,0,0.0,0.0,,
1419760_2733_0044,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-19,2023-06-19,1,2023-05-22,2023-06-12,4,1.495,2023-06-26,2023-07-17,4,valid,40.42,8.21,0.203117,0.0,1.7329,1.7329,0.0,1.0,2,0,0.0,0.0,,
1419760_2733_0045,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-03,2023-07-10,2,2023-06-05,2023-06-26,4,2.245,2023-07-17,2023-08-07,4,valid,37.48,16.92,0.451441,1.0,3.4452,4.4452,0.22496,0.77504,2,1,1.0,0.0,1.0,0.0
1419760_2733_0046,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-24,2023-07-31,2,2023-06-26,2023-07-17,4,1.22,2023-08-07,2023-08-28,4,valid,30.63,14.57,0.475677,0.5243,3.7173,4.2416,0.123614,0.876386,2,1,0.5243,0.0,1.0,0.0
1419760_2733_0047,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-08-21,2023-09-04,3,2023-07-24,2023-08-14,4,1.415,2023-09-11,2023-10-02,4,valid,28.4,23.3,0.820423,1.98,0.2824,2.2624,0.875193,0.124807,2,1,1.98,0.0,1.0,0.0
1419760_2733_0048,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-10-02,2023-10-09,2,2023-09-04,2023-09-25,4,0.75,2023-10-16,2023-11-06,4,valid,17.66,13.9,0.787089,0.0,2.899,2.899,0.0,1.0,2,0,0.0,0.0,,
1419760_2733_0049,1419760,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-10-23,2023-10-23,1,2023-09-25,2023-10-16,4,0.75,2023-10-30,2023-11-20,4,valid,24.01,3.05,0.12703,0.0,0.2162,0.2162,0.0,1.0,2,0,0.0,0.0,,
