DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,AVG_STOCKOUT_WEEKS,CLASSIFICATION
4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",17,0.27916864705882355,0.7208313529411764,1.0,0.0,8.5373,92.2076,100.7449,5.470588235294118,CRITICAL
4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,11,0.8234303636363637,0.17656963636363637,0.7614987272727273,0.23850127272727273,537.5613,83.9397,621.5011,7.636363636363637,SUBSTITUTABLE
5050,"НАКЛОФЕН, KRKA d.d. Novo Mesto  (Словения), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,8,0.2723535,0.7276465,1.0,0.0,15.156,21.1605,36.3165,13.875,CRITICAL
5949,"ВОЛЬТАРЕН®, Novartis Pharma (Швейцария), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,3,0.5152843333333333,0.4847156666666667,1.0,0.0,6.7088,18.23,24.9388,29.333333333333332,CRITICAL
6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.3962108,0.6037892,1.0,0.0,4.97,6.346299999999999,11.3163,7.4,CRITICAL
6573,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 100 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.339841,0.6601589999999999,1.0,0.0,10.6663,19.03,29.6963,23.8,CRITICAL
7583,"ЗОВИРАКС, Халеон Украина ООО (Украина, Киев), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",19,0.46868542105263156,0.5313145789473684,1.0,0.0,38.0248,46.7436,84.7684,3.736842105263158,CRITICAL
8609,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 50 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",18,0.30747199999999997,0.6925279999999999,1.0,0.0,17.1198,44.4012,61.521,5.611111111111111,CRITICAL
10918,"НАКЛОФЕН ДУО, KRKA d.d. Novo Mesto  (Словения), капс. 75 мг блистер, #20",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,5,0.8001758000000001,0.1998242,0.5281372,0.4718628000000001,90.45400000000001,9.01,99.464,12.4,SUBSTITUTABLE
12028,"ВОЛЬТАРЕН ЭМУЛЬГЕЛЬ, Халеон Украина ООО (Украина, Киев), эмульгель д/наруж. прим. 1 % туба 50 г, #1",3170,ДИКЛОФЕНАК,"Местно действующие, дерматологические, антигеморроидальные, наружные",2,0.845385,0.154615,1.0,0.0,46.9307,13.14,60.0707,24.5,SUBSTITUTABLE
