EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,MARKET_DURING_Q
493281_106853_0001,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-03-27,2023-09-25,27,2023-02-27,2023-03-20,4,0.11,43.69
493281_106853_0002,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2023-10-09,2024-01-29,17,2023-09-11,2023-10-02,4,0.0725,54.37
493281_106853_0003,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-02-12,2024-02-26,3,2024-01-15,2024-02-05,4,0.23,7.97
493281_106853_0004,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-03-18,2024-03-25,2,2024-02-19,2024-03-11,4,0.3475,9.02
493281_106853_0005,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-04-15,2024-04-15,1,2024-03-18,2024-04-08,4,0.2975,5.96
493281_106853_0006,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-04-29,2024-07-01,10,2024-04-01,2024-04-22,4,0.4,23.98
493281_106853_0007,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2024-07-15,2025-01-27,29,2024-06-17,2024-07-08,4,0.0525,62.01
493281_106853_0008,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-02-10,2025-04-21,11,2025-01-13,2025-02-03,4,0.0825,36.9
493281_106853_0009,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-05-12,2025-10-06,22,2025-04-14,2025-05-05,4,0.39,31.81
493281_106853_0010,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",Для введения в легкие,Жидкости,2025-10-27,2025-12-08,7,2025-09-29,2025-10-20,4,0.41,16.34
493281_106853_0011,493281,106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,446247,"ФРИВЕЙ КОМБИ, Фармак АО (Украина, Киев), р-р д/инг. фл. в пачке 25 мл, #1",Для введения в легкие,Жидкости,2024-02-26,2024-06-10,16,2024-01-29,2024-02-19,4,0.2025,60.14
493281_2733_0012,493281,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-03,2023-08-21,8,2023-06-05,2023-06-26,4,0.0625,84.06
493281_2733_0013,493281,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-09-04,2023-10-02,5,2023-08-07,2023-08-28,4,0.09,45.01
493281_2733_0014,493281,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-10-16,2023-12-11,9,2023-09-18,2023-10-09,4,0.1125,75.84
493281_2733_0015,493281,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-01-01,2024-02-05,6,2023-12-04,2023-12-25,4,0.1775,26.06
