EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,POST_START,POST_END,POST_WEEKS,POST_STATUS,MARKET_PRE,MARKET_DURING,MARKET_GROWTH,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,SHARE_INTERNAL,SHARE_LOST,SUBSTITUTES_COUNT,SUBSTITUTES_WITH_LIFT,LIFT_SAME_NFC1,LIFT_DIFF_NFC1,SHARE_SAME_NFC1,SHARE_DIFF_NFC1
416188_2733_0049,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-03-06,2023-03-13,2,2023-02-06,2023-02-27,4,1.2425,2023-03-20,2023-04-10,4,valid,25.18,20.54,0.815727,0.1924,2.513,2.7054,0.071128,0.928872,2,1,0.1924,0.0,1.0,0.0
416188_2733_0050,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-03-27,2023-03-27,1,2023-02-27,2023-03-20,4,0.5,2023-04-03,2023-04-24,4,valid,43.32,12.78,0.295014,1.0,1.3932,2.3932,0.417853,0.582147,2,1,1.0,0.0,1.0,0.0
416188_2733_0052,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-05-15,2023-05-22,2,2023-04-17,2023-05-08,4,0.4925,2023-05-29,2023-06-19,4,valid,32.38,21.25,0.656269,0.0,0.3801,0.3801,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0053,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-05,2023-06-05,1,2023-05-08,2023-05-29,4,0.75,2023-06-12,2023-07-03,4,valid,38.4,6.37,0.165885,3.0,1.993,4.993,0.600842,0.399158,2,2,3.0,0.0,1.0,0.0
416188_2733_0054,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-19,2023-08-07,8,2023-05-22,2023-06-12,4,1.24,2023-08-14,2023-09-04,4,valid,30.25,91.32,3.018843,0.0,19.883,19.883,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0055,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-08-21,2023-09-25,6,2023-07-24,2023-08-14,4,0.2225,2023-10-02,2023-10-23,4,valid,59.35,67.73,1.141196,1.8845,0.0,1.8845,1.0,0.0,2,1,1.8845,0.0,1.0,0.0
416188_2733_0057,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-11-13,2024-01-01,8,2023-10-16,2023-11-06,4,0.3125,2024-01-08,2024-01-29,4,valid,38.35,59.9,1.56193,2.0,1.1957,3.1957,0.625844,0.374156,2,1,2.0,0.0,1.0,0.0
416188_2733_0059,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-02-19,2024-03-04,3,2024-01-22,2024-02-12,4,0.83,2024-03-11,2024-04-01,4,valid,25.98,28.75,1.10662,3.0,1.2946,4.2946,0.698557,0.301443,3,2,3.0,0.0,1.0,0.0
416188_2733_0061,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-04-22,2024-04-29,2,2024-03-25,2024-04-15,4,1.25,2024-05-06,2024-05-27,4,valid,32.56,14.61,0.44871,0.6539,3.4061,4.06,0.161053,0.838947,3,1,0.6539,0.0,1.0,0.0
416188_2733_0062,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-05-13,2024-06-03,4,2024-04-15,2024-05-06,4,0.5,2024-06-10,2024-07-01,4,valid,33.36,36.01,1.079436,1.0,1.0385,2.0385,0.490559,0.509441,3,1,1.0,0.0,1.0,0.0
416188_2733_0063,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-06-17,2024-06-17,1,2024-05-20,2024-06-10,4,0.5,2024-06-24,2024-07-15,4,valid,40.15,9.14,0.227646,0.0,2.6207,2.6207,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0064,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-07-01,2024-07-08,2,2024-06-03,2024-06-24,4,0.75,2024-07-15,2024-08-05,4,valid,46.9,17.54,0.373987,0.0,1.8229,1.8229,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0065,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-07-22,2024-08-12,4,2024-06-24,2024-07-15,4,0.5,2024-08-19,2024-09-09,4,valid,41.48,29.48,0.710704,0.2893,0.9212,1.2105,0.238987,0.761013,2,1,0.2893,0.0,1.0,0.0
416188_2733_0066,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-08-26,2024-09-02,2,2024-07-29,2024-08-19,4,0.25,2024-09-09,2024-09-30,4,valid,31.32,19.65,0.627395,0.0,3.759,3.759,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0068,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-10-07,2024-10-07,1,2024-09-09,2024-09-30,4,0.75,2024-10-14,2024-11-04,4,valid,32.76,4.54,0.138584,0.0,3.3246,3.3246,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0069,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-10-21,2024-10-28,2,2024-09-23,2024-10-14,4,0.5,2024-11-04,2024-11-25,4,valid,23.41,9.04,0.38616,0.0,0.5086,0.5086,0.0,1.0,2,0,0.0,0.0,,
416188_2733_0070,416188,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-11-11,2024-12-02,4,2024-10-14,2024-11-04,4,0.75,2024-12-09,2024-12-30,4,valid,18.85,35.53,1.884881,1.0,12.0082,13.0082,0.076875,0.923125,2,1,1.0,0.0,1.0,0.0
