CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,DATE_START,DATE_END,DATE_DIFF,WEEKS_TOTAL,WEEKS_WITH_SALES,SALES_RATIO,TOTAL_Q
28670,2969,НАПРОКСЕН,231097,"НАЛГЕЗИН, KRKA d.d. Novo Mesto  (Словения), табл. п/плен. оболочкой 275 мг блистер, в карт. коробке, #20",2023-04-17,2025-10-13,911,131,18,0.137,12.03
28670,2969,НАПРОКСЕН,235559,"НАЛГЕЗИН ФОРТЕ, KRKA d.d. Novo Mesto  (Словения), табл. п/плен. оболочкой 550 мг, #20",2023-01-02,2025-11-24,1058,152,14,0.092,8.99
28670,3030,ЛОРАТАДИН,28888,"КЛАРИТИН®, Bayer Consumer Health  (Швейцария), табл. 10 мг, #10",2023-03-13,2025-10-27,960,138,7,0.051,8.0
28670,3030,ЛОРАТАДИН,33583,"КЛАРИТИН®, Bayer Consumer Health  (Швейцария), сироп фл. 60 мл, #1",2023-10-09,2024-10-07,365,53,6,0.113,7.88
28670,3030,ЛОРАТАДИН,38325,"ЛОРАТАДИН, Фармак АО (Украина, Киев), табл. 0,01 г блистер, #20",2025-04-07,2025-09-15,162,24,12,0.5,11.74
28670,3030,ЛОРАТАДИН,45751,"ЛОРАТАДИН, Корпорация Артериум  (Украина, Киев), табл. 10 мг блистер, #10",2023-01-09,2025-03-24,806,116,59,0.509,90.97000000000001
28670,3030,ЛОРАТАДИН,69125,"ЛОРАТАДИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. 10 мг контурн. ячейк. уп., #10",2023-03-06,2025-12-29,1030,148,68,0.459,174.2
28670,3138,ИБУПРОФЕН,4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",2023-01-02,2025-02-03,764,110,87,0.791,85.25999999999999
28670,3138,ИБУПРОФЕН,6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",2023-11-06,2025-11-24,750,108,6,0.056,7.03
28670,3138,ИБУПРОФЕН,6573,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 100 г, #1",2023-07-17,2025-05-12,666,96,5,0.052,5.1899999999999995
