CLIENT_ID,STOCKOUT_DRUG_ID,STOCKOUT_DRUG_NAME,INN_ID,INN_NAME,NFC1_ID,SUBSTITUTE_DRUG_ID,SUBSTITUTE_DRUG_NAME,SUBSTITUTE_NFC1_ID,SAME_NFC1,SUBSTITUTE_SHARE,SUBSTITUTE_RANK
1419760,31673,"НО-Х-ША®, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,04 г блистер, #10",3147,ДРОТАВЕРИН,Ректальные системные,,,,,,0
1419760,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",2757,ТОБРАМИЦИН,Офтальмологические,,,,,,0
1419760,95127,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), супп. ректал. 60 мг, #10",3138,ИБУПРОФЕН,Ректальные системные,,,,,,0
1419760,135615,"ЭПАЙДРА®, Sanofi  (Франция), р-р д/ин. 100 ЕД/мл шприц-ручка СолоСтар® 3 мл, #5",73487,ИНСУЛИН ГЛУЛИЗИН,Парентеральные обычные,,,,,,0
1419760,144824,"ТРОКСЕВАЗИН®, Teva (Израиль), капс. 300 мг блистер, #50",2733,ТРОКСЕРУТИН,Пероральные твердые обычные,,,,,,0
1419760,1014022,"НО-ШПА® ДЛЯ ИНЪЕКЦИЙ, Opella Healthcare International  (Франция), р-р д/ин. 40 мг амп. 2 мл, #25",3147,ДРОТАВЕРИН,Парентеральные обычные,,,,,,0
1419760,898110,"БИЛАСТИН-ТЕВА, Teva (Израиль), табл. 20 мг блистер, #10",298137,БИЛАСТИН,Пероральные твердые обычные,761709,"БИЛАГИС, Фармак АО (Украина, Киев), табл. 20 мг блистер, #30",Пероральные твердые обычные,True,1.0,1
1419760,89669,"МУКОГЕН, Macleods Pharmaceuticals Ltd (Индия), табл. п/о 100 мг стрип, #30",95259,РЕБАМИПИД,Пероральные твердые обычные,539085,"ЭЛКОЦИН, Корпорация Артериум  (Украина, Киев), табл. п/плен. оболочкой 100 мг блистер в пачке, #30",Пероральные твердые обычные,True,1.0,1
1419760,78985,"САЛОФАЛЬК, Alpen Pharma AG   (Швейцария), гран. гастрорезист. пролонг. 1000 мг пакетик ""Грану-Стикс"", #50",3016,МЕСАЛАЗИН,Пероральные твердые длительно действующие,78982,"САЛОФАЛЬК, Alpen Pharma AG   (Швейцария), гран. гастрорезист. пролонг. 500 мг пакетик ""Грану-Стикс"", #50",Пероральные твердые длительно действующие,True,0.3663,1
1419760,78985,"САЛОФАЛЬК, Alpen Pharma AG   (Швейцария), гран. гастрорезист. пролонг. 1000 мг пакетик ""Грану-Стикс"", #50",3016,МЕСАЛАЗИН,Пероральные твердые длительно действующие,190529,"САЛОФАЛЬК, Alpen Pharma AG   (Швейцария), гран. гастрорезист. пролонг. 1,5 г пакетик ""Грану-Стикс"", #35",Пероральные твердые длительно действующие,True,0.3663,2
