DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,EVENTS_COUNT,SHARE_INTERNAL,SHARE_LOST,SHARE_SAME_NFC1,SHARE_DIFF_NFC1,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,AVG_STOCKOUT_WEEKS,CLASSIFICATION
4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",10,0.1,0.9,1.0,0.0,0.47,51.9435,52.4135,7.1,CRITICAL
4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,10,0.7607486,0.23925140000000003,0.8022636999999999,0.1977363,114.0358,21.175800000000002,135.2117,5.7,SUBSTITUTABLE
5050,"НАКЛОФЕН, KRKA d.d. Novo Mesto  (Словения), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,5,0.4378314,0.5621686,1.0,0.0,9.1094,17.0556,26.1649,11.2,CRITICAL
6572,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 50 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",1,1.0,0.0,1.0,0.0,0.41,0.0,0.41,54.0,SUBSTITUTABLE
6573,"ДОЛГИТ® КРЕМ, Naturwaren (Германия), крем туба 100 г, #1",3138,ИБУПРОФЕН,"Местно действующие, дерматологические, антигеморроидальные, наружные",1,1.0,0.0,1.0,0.0,0.28,0.0,0.28,9.0,SUBSTITUTABLE
7583,"ЗОВИРАКС, Халеон Украина ООО (Украина, Киев), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",5,0.3792002,0.6207998,1.0,0.0,14.778300000000002,41.3487,56.126999999999995,20.2,CRITICAL
8609,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 50 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",15,0.4205,0.5794999999999999,1.0,0.0,6.3227,50.0969,56.4196,7.066666666666666,CRITICAL
10918,"НАКЛОФЕН ДУО, KRKA d.d. Novo Mesto  (Словения), капс. 75 мг блистер, #20",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,7,0.6336729999999999,0.366327,0.7931447142857143,0.2068552857142857,15.4643,32.9315,48.3958,5.714285714285714,SUBSTITUTABLE
13656,"ИБУПРОФЕН, Sopharma (Болгария), табл. п/о 200 мг блистер в пачке, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,9,0.7873047777777777,0.2126952222222222,0.7860721111111111,0.2139278888888889,244.9199,190.8337,435.7536,11.0,SUBSTITUTABLE
17794,"БЕРОДУАЛ®, Boehringer Ingelheim  (Германия), р-р д/инг. фл. с капельницей 20 мл, #1",106853,ИПРАТРОПИЯ БРОМИД+ФЕНОТЕРОЛ,Для введения в легкие,8,0.200872375,0.799127625,1.0,0.0,2.0075000000000003,13.5123,15.5199,15.0,CRITICAL
25464,"ДИКЛОФЕНАК, Красная звезда ОАО (Украина, Харьков), табл. 0,05 г блистер, в пачке, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,5,0.6499468,0.35005319999999995,0.838838,0.161162,23.0749,18.1296,41.2046,11.2,SUBSTITUTABLE
28888,"КЛАРИТИН®, Bayer Consumer Health  (Швейцария), табл. 10 мг, #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,9,0.5588594444444445,0.44114055555555554,1.0,0.0,37.3476,38.193200000000004,75.541,12.666666666666666,CRITICAL
29400,"ДИКЛОБЕРЛ® 100, Berlin-Chemie  (Германия), супп. 100 мг, #10",3170,ДИКЛОФЕНАК,Ректальные системные,9,0.2286997777777778,0.7713002222222223,1.0,0.0,6.434,69.58709999999999,76.0211,7.222222222222222,CRITICAL
29401,"ДИКЛОБЕРЛ® 50, Berlin-Chemie  (Германия), супп. 50 мг блистер, #10",3170,ДИКЛОФЕНАК,Ректальные системные,5,0.5230594,0.4769406,1.0,0.0,11.790000000000001,73.59960000000001,85.3896,24.4,CRITICAL
29404,"ДИКЛОБЕРЛ® РЕТАРД, Berlin-Chemie  (Германия), капс. тверд. пролонг. дейст. 100 мг, #20",3170,ДИКЛОФЕНАК,Пероральные твердые длительно действующие,13,0.42664984615384616,0.5733501538461538,0.1729903846153846,0.8270096153846154,44.143299999999996,124.2294,168.3727,7.769230769230769,CRITICAL
31880,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,9,0.41741055555555556,0.5825894444444444,1.0,0.0,8.8295,33.9239,42.7534,7.222222222222222,CRITICAL
31881,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), р-р д/ин. 25 мг/мл амп. 3 мл, контурн. ячейк. уп., пачка, #10",3170,ДИКЛОФЕНАК,Парентеральные обычные,10,0.4457143,0.5542857,1.0,0.0,5.6384,8.8298,14.4682,4.1,CRITICAL
32493,"ЛИОТОН® 1000 ГЕЛЬ, Berlin-Chemie  (Германия), гель туба 30 г, #1",3225,ГЕПАРИН НАТРИЙ,"Местно действующие, дерматологические, антигеморроидальные, наружные",8,0.198189625,0.801810375,1.0,0.0,13.99,68.5047,82.4947,13.375,CRITICAL
